"wp_id","slug","name","developer","community","completion_date","project_price","project_status","amenities_title","amenities_content","amenities_count","types_count","types_title","payment_count","payment_title","payments_accept_title","overview_content","archive_name","view_count"
"18830","bvlgari-resort-residences-by-meraas","Bvlgari Resort & Residences (Bulgari) for Sale & Rent at Jumeira Bay by Meraas","Meraas","Akoya Damac Hills",NULL,,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3, 4, 5 &amp; 6 BR Apartments</li>
 	<li>20/80 Payment plan</li>
 	<li>Starting from AED 4.5 M</li>
 	<li>Location - Jumeirah Bay</li>
 	<li>Developed by Meraas Properties</li>
</ul>","Bvlgari Residences (Bulgari) - Jumeira Bay","3871"
"18916","nikki-beach-residences-at-pearl-jumeirah","Nikki Beach Residences Apartments for Sale & Rent at Pearl Jumeirah","Meraas",NULL,NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bed Apartment</li>
 	<li>20/80 Payment plan</li>
 	<li>Downpayment with 20%</li>
 	<li>Starting from AED 3,010,000</li>
 	<li>Developed by Maraas Holding</li>
</ul>","Nikki Beach Residences - Pearl Jumeirah","4063"
"18930","collective-apartments-at-dubai-hills-estate","Collective Apartments for Sale & Rent at Dubai Hills Estate","Emaar Properties","Akoya Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bed Apartment</li>
 	<li>60/40 Payment plan</li>
 	<li>Downpayment with 10%</li>
 	<li>Starting from AED 1,130,888</li>
 	<li>Developed by Emaar</li>
</ul>","Collective - Dubai Hills Estate","2845"
"18943","azizi-mirage-1-apartments-dubai-studio-city","Azizi Mirage at Dubai Studio City","Azizi Developments","Akoya Damac Hills",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bed Apartment</li>
 	<li>50/50 Payment plan</li>
 	<li>Starting from AED 363,000</li>
 	<li>Location - Dubai Studio City</li>
 	<li>Developed by Azizi Properties</li>
</ul>","Azizi Mirage 1 - Dubai Studio City","3479"
"18954","vida-residences-at-dubai-mall","Vida Residences - Apartment for Sale & Rent at Dubai Mall","Emaar Properties","Downtown dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bed Apartments</li>
 	<li>20/80 Payment plan</li>
 	<li>Downpayment with 20%</li>
 	<li>Starting from AED 1,607,888</li>
 	<li>Location - Downtown Dubai</li>
 	<li>Developed by Emaar properties</li>
</ul>","Vida Residences - Dubai Mall","3295"
"18969","the-grand-at-dubai-creek-harbour","The Grand at Dubai Creek Harbour - EMAAR","Emaar Properties","Dubai Creek Harbour",NULL,,"Ready to Move",,,,,,,,,NULL,"The Grand - Dubai Creek Harbour","3091"
"18987","azizi-grand-apartments-dubai-sports-city","Azizi Grand at Dubai Sports City","Azizi Developments","Sports City Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting from AED 442.1K</li>
 	<li>1 &amp; 2 Bed Apartment</li>
 	<li>50/50 Payment plan</li>
 	<li>Down Payment with 10%</li>
 	<li>Location - Dubai Sports City</li>
 	<li>Developed by Azizi Properties</li>
</ul>","Azizi Grand Apartments at Dubai Sports City","4642"
"18993","saffron-townhouses-at-emaar-south","Saffron Townhouses at Emaar South","Emaar Properties","Emaar South",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bed Townhouse</li>
 	<li>60/40 Payment plan</li>
 	<li>Downpayment with 10%</li>
 	<li>Location - Emaar South</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Saffron - Emaar South","3158"
"19002","island-park-in-dubai-creek-harbour","Island Park Apartments for Sale and Rent at Dubai Creek Harbour","Emaar Properties","Akoya Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bed Apartments</li>
 	<li>Location - Dubai Creek Harbour</li>
 	<li>60/40 Payment Plan</li>
 	<li>Booking with 5%</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Island Park - Dubai Creek Harbour","2932"
"19013","jewelz-by-danube-dubailand","Jewelz by Danube Dubai","Danube Properties","Dubailand",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bed Apartment</li>
 	<li>46/54 Payment plan</li>
 	<li>Completion date Q4 - 2020</li>
 	<li>Starting from AED 468,000</li>
 	<li>Developed by Danube Properties</li>
</ul>","Jewelz by Danube","3579"
"19040","reva-residences-business-bay","Reva Residences Apartments for Sale & Rent at Business Bay","Select Developer",NULL,NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1 &amp; 2 BR Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Downpayment with 5%</li>
 	<li>Starting from AED 1,114,000</li>
 	<li>Developed by Damac Properties</li>
</ul>","Reva Residences - Business Bay","3062"
"19047","marasi-riverside-business-bay","Marasi Riverside Apartments for Sale & Rent at Business Bay","Dubai Properties",NULL,NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1 &amp; 2 Bed Apartments</li>
 	<li>60/40 Payment Plan</li>
 	<li>Downpayment with 5%</li>
 	<li>Starting from AED 980,000</li>
 	<li>Developed by Dubai Properties</li>
</ul>","Marasi Riverside - Business Bay","2873"
"19059","liv-residence-apartments-dubai-marina","LIV Residence Apartments for Sale & Rent at Dubai Marina","LIV Real Estate",NULL,NULL,NULL,"Under Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bed Apartment</li>
 	<li>40/60 Payment Plan</li>
 	<li>Starting from AED 849,548</li>
 	<li>Developed by LIV Properties</li>
</ul>","LIV Residence - Dubai Marina","2712"
"19066","district-one-residences-at-mbr","District One Residences at MBR City Dubai","District One",NULL,NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bed Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Downpayment with 10%</li>
 	<li>Starting from AED 1.1 M</li>
</ul>","District One Residences - MBR City Dubai","3063"
"19078","warsan-village-international-city-dubai","Warsan Village Townhouses Dubai","Nakheel","International City Dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>3 Bed Townhouse</li>
 	<li>10/90 Payment Plan</li>
 	<li>Starting from AED 1.7 M</li>
 	<li>Developed by Nakheel</li>
</ul>","Warsan Village Townhouses","5314"
"19085","mag-eye-townhouses-and-apartments-at-mbr-city","Mag Eye Townhouses at MBR City","MAG Property Development","Mohammad Bin Rashid City",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 BR Apartment</li>
 	<li>60/40 Payment Plan</li>
 	<li>Downpayment with 10%</li>
 	<li>Starting from AED 380,000</li>
</ul>","MAG EYE - MBR City Dubai","3794"
"19101","sahara-villas-akoya-oxygen","Sahara Villas for Sale & Rent at Akoya Oxygen by Damac Properties","Select Developer",NULL,NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>3 &amp; 4 Bed Villa</li>
 	<li>10/90 Payment Plan</li>
 	<li>Starting Price AED 1.1 M</li>
 	<li>Downpayment with 10%</li>
 	<li>Developed by Damac Properties</li>
</ul>","Sahara Villas - Akoya Oxygen","2956"
"19113","i-love-florence-tower-business-bay","I Love Florence Tower Apartments for Sale & Rent at Business Bay","Dar Al Arkan",NULL,NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bed Apartments</li>
 	<li>Starting Price AED 1.4 M</li>
 	<li>Down-payment with 5%</li>
 	<li>90/10 Payment Plan</li>
 	<li>Location -  Business Bay</li>
 	<li>Developed by Dar Al Arkan</li>
</ul>","I Love Florence - Business Bay","3354"
"19130","azizi-victoria-apartments-at-mbr-city","Azizi Victoria Apartments for Sale & Rent at MBR City","Azizi Developments","Akoya Damac Hills",NULL,,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bed Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Location - MBR City</li>
 	<li>Starting Price AED 460,000</li>
</ul>","Azizi Victoria - MBR City Dubai","3508"
"19147","wilton-terraces-by-ellington-at-mbr-city","Wilton Terraces I by Ellington at MBR City","Ellington","Mohammad Bin Rashid City",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bed Apartments</li>
 	<li>50/50 Payment Plan</li>
 	<li>10% Down payment</li>
 	<li>Starting From AED 1,002,828</li>
</ul>","Wilton Terraces - MBR City Dubai","4554"
"19170","rawda-apartments-townsquare-dubailand-by-nshama","Rawda Apartments for Sale & Rent at Townsquare Dubailand","Select Developer",NULL,NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bed Apartment</li>
 	<li>20/80 Payment Plan</li>
 	<li>5% Downpayment</li>
 	<li>Location - Town Square</li>
</ul>","Rawda - Townsquare Dubailand","3094"
"19180","club-villas-dubai-hills-estate","Club Villas for Sale and Rent at Dubai Hills Estate","Emaar Properties","Emaar South",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li style=""text-align: left;"">3 &amp; 4 Bed Villa</li>
 	<li style=""text-align: left;"">Payment Plan 25/75 Post Handover</li>
 	<li style=""text-align: left;"">Starting Price AED 4,893,888</li>
 	<li style=""text-align: left;"">Developed By Emaar</li>
</ul>","Club Villas - Dubai Hills Estate","3965"
"19191","the-park-villas-damac-hills-dubai","The Park Villas, Damac Hills, Dubai","Damac Properties","Akoya Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1.45 M</li>
 	<li>3, 4, 5 &amp; 6 Bedroom Villa</li>
 	<li>20/80, 2-Yr Post-Completion</li>
 	<li>Ready To Move In</li>
 	<li>Located in Damac Hills</li>
</ul>","The Park Villas - Damac Hills Dubai","4024"
"19199","la-quinta-at-villanova-in-dubailand","La Quinta Villas for Sale & Rent at Villanova","Dubai Properties","Dubailand",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 2.1 M</li>
 	<li>3, 4 &amp; 5 Bedroom Villa</li>
 	<li>25/75, 5 Yrs Post-Handover</li>
 	<li>Located in Dubailand</li>
</ul>","La Quinta - Villanova","6685"
"19209","langham-place-apartments-downtown-dubai","Langham Place Apartments for Sale & Rent at Downtown Dubai","Select Developer","Akoya Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1.4 M</li>
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>2 Yrs Post-Handover</li>
 	<li>Ready To Move</li>
 	<li>Located In Downtown Dubai</li>
</ul>","Langham Place - Downtown Dubai","8938"
"19220","palme-couture-residences-palm-jumeirah-dubai","Palme Couture Residences at Palm Jumeirah","Select Developer","Palm jumeirah",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 22 M</li>
 	<li>3 to 7 Bedroom Apartments</li>
 	<li>Easy Payment Plan</li>
 	<li>Loctaed In Palm Jumeirah</li>
</ul>","Palme Couture Residences - Palm jumeirah Dubai","4832"
"19225","sakany-apartments-dubai-south","Sakany at Dubai South","Dubai South","Dubai South",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Completion Date Q4-2020</li>
 	<li>Loctaed In Dubai South</li>
</ul>","Sakany Apartments - Dubai South","7371"
"19236","studio-one-dubai-marina-2","Studio One Apartments for Sale and Rent at Dubai Marina","Select Developer","Akoya Damac Hills",NULL,,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 550,000</li>
 	<li>Studio, 1 &amp; 2 Bedroom Apartments</li>
 	<li>40/50 Post Handover</li>
 	<li>Loctaed In Dubai Marina</li>
</ul>","Studio One","8471"
"19249","vera-residences-business-bay-dubai","Vera Residences Apartments for Sale & Rent at Business Bay Dubai","Select Developer",NULL,NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 805,000</li>
 	<li>Studio, 1 &amp; 2 Bedroom Apartments</li>
 	<li>50/50 Post Handover</li>
 	<li>Loctaed In Business Bay</li>
</ul>","Vera Residences","6685"
"19258","bellevue-tower-downtown-dubai","Bellevue Tower Apartments at Downtown Dubai","Dubai Properties","Akoya Damac Hills",NULL,,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 1,744,000</li>
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>20/80, 5 Yrs Post-Handover</li>
 	<li>Loctaed In Downtown Dubai</li>
</ul>","Bellevue Tower","8752"
"19290","jumeirah-luxury-villas-townhouses-jumeirah-golf-estates-dubai","Jumeirah luxury Villas & Townhouses for Sale & Rent at Jumeirah Golf Estates","Jumeirah Golf Estates",NULL,NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 2,440,888</li>
 	<li>3, 4 &amp; 5 Bedroom Townhouses / Villas</li>
 	<li>50/50 Post Handover</li>
 	<li>Loctaed In Jumeirah Golf Estates Dubai</li>
</ul>","Jumeirah luxury Villas & Townhouses","6096"
"19304","una-apartments-at-town-square-nshama","UNA Apartments by Nshama at Town Square Dubai","Select Developer","Akoya Damac Hills",NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 575,888</li>
 	<li>Studio &amp; 1 Bedroom Apartments</li>
 	<li>80% Over 3 Yrs Post-Handover</li>
 	<li>Loctaed In Town Square</li>
</ul>","UNA Apartments by Nshama","5889"
"19314","mag-230-apartments-city-of-arabia-dubai","MAG 230 Apartments at City of Arabia Dubai","MAG Property Development","Akoya Damac Hills",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 670,000</li>
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>50/50 Post Handover</li>
 	<li>Loctaed In City of Arabia</li>
</ul>","MAG 230 Apartments at City of Arabia Dubai","5996"
"19322","mag-318-apartments-downtown-dubai","MAG 318 - Business Bay - Downtown Dubai","MAG Property Development","Downtown dubai",NULL,,"Under Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 860,000</li>
 	<li>40/60 Post-Handover</li>
 	<li>Studio, 1 &amp; 2 Bedroom Apartments</li>
 	<li>Located at Downtown Dubai</li>
</ul>","MAG 318 Business Bay at Downtown Dubai","6529"
"19331","prime-villas-dubai-sports-city","Prime Villas for Sale and Rent at Dubai Sports City","Select Developer",NULL,NULL,NULL,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 4.0 M</li>
 	<li>50/50 Post-Handover</li>
 	<li>4 &amp; 5 Bedroom Villas</li>
 	<li>Located at Dubai Sports City</li>
</ul>","Prime Villas","4804"
"19400","vida-residences-at-zaabeel-park","Vida Residences at Za'abeel Park Dubai","Emaar Properties","Za'abeel Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1,320,888</li>
 	<li>60/40, 3 Yrs Post-Handover</li>
 	<li>1, 2 &amp; 3 Bedrooms Apartments</li>
 	<li>Located at Za'abeel Park</li>
</ul>","Vida Residences","4369"
"19415","prime-views-apartments-meydan-mbr-city-dubai","Prime Views at Meydan Avenue, Dubai - Prescott Real Estate","Prescott Real Estate Development","Mohammad Bin Rashid City",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 878,888</li>
 	<li>25/75, 5 Yrs Post-Handover</li>
 	<li>1 &amp; 2 Bedroom Apartments</li>
 	<li>Located at Meydan, Dubai</li>
</ul>","Prescott Prime Views Meydan","3583"
"19427","royal-pearls-apartments-mbr-city-dubai","Royal Pearls Apartments for Sale & Rent at MBR City Dubai","Select Developer","Akoya Damac Hills",NULL,,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartments</li>
 	<li>Flexible Payment Plan</li>
 	<li>Located at Meydan</li>
</ul>","Royal Pearls","3352"
"19445","la-riviera-apartments-in-jvc","La Riviera Apartments for Sale & Rent at Jumeirah Village Circle (JVC)","Select Developer","Akoya Damac Hills",NULL,,"Select Status",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>50% On Booking</li>
 	<li>Easy Installment Plan</li>
 	<li>1 &amp; 2 Bed Apartments</li>
 	<li>Located at JVC</li>
</ul>","La Riviera","6145"
"20781","dorchester-collection-at-downtown-dubai-omniyat","Dorchester Collection at Business Bay by Omniyat","OMNIYAT","Business Bay",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 1,485,000</li>
 	<li>70/30 Post-Handover</li>
 	<li>2, 3, 4 &amp; 5 Bedrooms Apartments</li>
 	<li>Located at Business Bay</li>
</ul>","Dorchester Collection","17560"
"20838","palm-hills-villas-for-sale-at-dubai-hills-estate-designed-elie-saab-x-emaar","Palm Hills Villas by Emaar at Dubai Hills Estate","Emaar Properties","Dubai Hills Estate",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 10,000,000</li>
 	<li>70/30 Post-Handover</li>
 	<li>5 Bed Villas</li>
 	<li>Located at Dubai Hills Estate</li>
</ul>","Palm Hills Villas","14149"
"21283","port-de-la-mer-apartments-for-sale-rent-in-jumeirah-dubai","Port De La Mer Apartments For Sale & Rent in Jumeirah Dubai","Select Developer","Akoya Damac Hills",NULL,,"Select Status",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1.1M</li>
 	<li>35/60 Post-Handover</li>
 	<li>1, 2, 3 &amp; 4 Bedroom Apartments</li>
 	<li>Located at Jumeirah Dubai</li>
</ul>","Port De La Mer ","12721"
"21314","bliss-townhouses-and-villas-for-sale-rent-at-arabian-ranches-3","Bliss Villas and Townhouses at Arabian Ranches 3","Emaar Properties","Arabaian Ranches 3",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1.69M</li>
 	<li>70/30 Post-Handover</li>
 	<li>3 &amp; 4 Bedroom Townhouses</li>
 	<li>Located at Arabian Ranches 3</li>
</ul>","Bliss Townhouses","18416"
"21376","caya-villas-for-sale-rent-at-arabian-ranches-3","Caya Villas For Sale & Rent At Arabian Ranches 3","Emaar Properties","Akoya Damac Hills",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 3.5M</li>
 	<li>Completion Q4 - 2024</li>
 	<li>3,4 and 5 Bedroom Villas</li>
 	<li>Located at Arabian Ranches 3</li>
</ul>","Caya Villas","17828"
"21393","dubai-hills-vista-villas-for-sale-inspired-by-lamborghini","Lamborghini Villas & Mansions By Emaar - Dubai Hills Vista Villas","Emaar Properties","Akoya Damac Hills",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 35M</li>
 	<li>Completion Q4 - 2024</li>
 	<li>6 Bedroom Villas</li>
 	<li>Located at Dubai Hills Estate</li>
</ul>"," Lamborghini Mansions","17869"
"21999","__trashed","Palace Beach by Emaar at Emaar Beachfront","Emaar Properties","Emaar Beachfront",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1.7M</li>
 	<li>1, 2, 3 Bed Apartment</li>
 	<li>Completion Q4-2025</li>
 	<li>60/40, 2 Yrs Post-Handover</li>
 	<li>Located at Emaar Beachfront</li>
</ul>","Palace Beach by Emaar at Emaar Beachfront","8896"
"22072","nara-townhouse-for-sale-and-rent-at-the-valley-by-emaar-properties","Nara Townhouse at The Valley by Emaar","Emaar Properties","Akoya Damac Hills",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 1,340,000</li>
 	<li>Completion 4 - 2023</li>
 	<li>Located at The Valley</li>
 	<li>3 &amp; 4 Bed Townhouse</li>
</ul>","Nara Townhouse - The Valley","5068"
"22092","la-rosa-5-townhouse-at-villanova-for-sale-rent","La Rosa 5 Townhouse at Villanova","Dubai Properties","Akoya Damac Hills",NULL,NULL,"Under Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 1.20 M</li>
 	<li>3 &amp; 4 Bed Townhouse</li>
 	<li>50/50 Post-Handover</li>
 	<li>Located at La Rosa 5</li>
 	<li>Completion Q2 - 2024</li>
</ul>","La Rosa 5 - Villanova","6213"
"22096","la-sirene-at-port-de-lamer-apartments-for-sale-rent","La Sirene Apartments at Port De Lamer For Sale & Rent","Meraas",NULL,NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Starting From AED 1.29M</li>
 	<li>35/60 Post-Handover</li>
 	<li>1, 2, 3, 4 &amp; 6 Bed Apartment</li>
 	<li>Located at Port De La Mer, Dubai</li>
</ul>","La Sirene - Port De La Mer ","5495"
"22105","regalia-apartments-for-sale-rent-at-business-bay-by-deyaar","Regalia by Deyaar at Business Bay","Deyaar","Business Bay",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Starting From AED 627,000</li>
 	<li>Studio, 1, 2 &amp; 3 Bedrooms</li>
 	<li>Located at Business Bay</li>
 	<li>60/40 Post-Handover</li>
 	<li>Developer - Deyaar</li>
</ul>","Regalia at Business Bay Dubai","8229"
"22121","missoni-apartments-for-sale-rent-at-urban-oasis","Urban Oasis Apartments at Business Bay By Missoni","Dar Al Arkan","Business Bay",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio , 1, 2, 3, 4 Bedrooms Apartments</li>
 	<li>Starting From AED 18,50,000</li>
 	<li>40/60 Post-Handover</li>
 	<li>Q3 2024</li>
 	<li>Located at Business Bay</li>
</ul>","Urban Oasis Apartments by Missoni at Business Bay","5575"
